Genus,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS1_R_1,DS1_R_2,DS1_R_3,DS1_R_4,DS1_R_5,DS1_R_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS2_R_1,DS2_R_2,DS2_R_3,DS2_R_4,DS2_R_5,DS2_R_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6,DS3_R_1,DS3_R_2,DS3_R_3,DS3_R_4,DS3_R_5,DS3_R_6
[Eubacterium]_coprostanoligenes_group,0,0,0.001365355,0.076569678,0.001590331,0.003050687,0.009743107,0.01187588,0.015019807,0.004719727,0.003059039,0.001604647,0.276999832,0.700484951,0.028321433,0.388562615,0.700090753,2.246652572,0.040172567,0.020021478,0.016267834,0.030379747,0.010925721,0.033001122,0.021950283,0.020866662,0.052644309,0.03479108,0.008472422,0.037131339,0.087397025,0.081607338,0.107175915,0.104961994,0.034457213,0.059592726
[Eubacterium]_hallii_group,0,0,0,0,0,0,0,0,0,0,0,0,0.033668488,0,0,0,0.001852092,0.001409443,0.001746633,0,0,0,0,0,0,0,0.001422819,0.001739554,0.002824141,0,0.025895415,0.001632147,0.003247755,0,0.001722861,0.005107948
[Eubacterium]_nodatum_group,0,0,0,0,0,0,0,0,0,0,0,0,0.067336976,0.001539527,0.019377823,0.002966127,0.007408368,0.44397463,0,0.001820134,0.001626783,0.003375527,0,0,0.002743785,0,0.001422819,0,0.00141207,0.001768159,0,0,0.008119387,0.003385871,0.006891443,0.001702649
[Eubacterium]_ruminantium_group,0,0,0,0,0,0,0,0.015268989,0,0,0,0,0.076519291,0.28635209,0.044718053,0.019279824,0.096308781,0.015503876,0.0104798,0,0,0,0.004682452,0.014850505,0.004115678,0.004173332,1.750067584,0.006958216,0.011296563,0.008840795,0,0,0.003247755,0,0,0
[Eubacterium]_ventriosum_group,0,0,0,0,0,0,0,0,0,0,0,0,0.055093889,0.02925102,0.002981204,0.002966127,0,0.001409443,0,0.001820134,0.001626783,0.005063291,0,0.001650056,0,0,0,0,0,0.001768159,0.038843122,0.026114348,0,0.005078806,0.015505746,0.020431792
[Ruminococcus]_gauvreauii_group,0,0,0,0,0,0,0,0,0,0,0,0,0.001530386,0,0,0,0.10556924,0,0,0,0,0,0,0,0.001371893,0,0.001422819,0,0,0.001768159,0,0.003264294,0.001623877,0.001692935,0.006891443,0.011918545
Acetatifactor,0,0,0,0,0,0,0,0,0,0,0,0,0.001530386,0,0,0,0.131498528,0,0.001746633,0,0,0,0,0.001650056,0,0,0,0.001739554,0,0,0,0,0,0,0,0
Achromobacter,0,0,0,0,0,0,0.050339385,0.067862172,0.054446802,0.028318361,0.142245335,0.017651118,0,0,0.001490602,0,0,0,0.0104798,0.005460403,0.003253567,0.006751055,0,0.016500561,0,0.001391111,0,0,0,0,0.003236927,0.001632147,0,0,0.001722861,0.001702649
Acidibacter,0.00150184,0.001370821,0,0.001562646,0.001590331,0,1.550777825,1.530291977,1.744175131,1.293205167,2.44417253,1.227554999,0.074988905,0.001539527,0.001490602,0.007415317,0.003704184,0.002818887,1.977188968,2.313390728,2.11969872,2.499578059,2.83132248,2.220975513,0,0,0,0,0,0.001768159,0.338258857,0.997241672,0.492034881,0.502801808,0.251537653,0.539739835
Acidicaldus,0,0,0,0,0,0,0.047091683,0.076344943,0.099506224,0.050343753,0.052003671,0.001604647,0,0,0,0.002966127,0,0,0.099558102,0.200214776,0.195214003,0.124894515,0.216953597,0.133654544,0,0,0,0.001739554,0,0,0.048553903,0.079975191,0.113671425,0.121891347,0.008614303,0.056187428
Acidiphilium,0,0,0,0,0,0,0.047091683,0.108579475,0.026284663,0.029891604,0.152951973,0.011232529,0,0,0,0,0,0,0.038425934,0.036402687,0.032535667,0.010126582,0.043702883,0.034651178,0,0,0,0,0,0,0.003236927,0.058757283,0.050340202,0.013543483,0.012060024,0.011918545
Acidisoma,0,0,0,0,0,0,0.017862362,0.027144869,0.001877476,0,0.003059039,0.006418588,0,0,0,0,0,0,0.0104798,0.020021478,0.011387484,0.001687764,0.001560817,0.008250281,0,0,0,0,0,0,0.009710781,0.026114348,0.014614897,0.010157612,0.006891443,0.07491657
Acidisphaera,0,0,0,0,0,0,0.20135754,0.081434606,0.078853989,0.185642591,0.136127256,0.226255235,0,0,0,0,0,0,0.129250869,0.192934239,0.216362187,0.305485232,0.24348749,0.19470662,0,0,0,0,0,0,0.161846343,0.137100328,0.074698365,0.15405712,0.236031907,0.143022543
Acidobacterium,0.007509199,0.004112462,0.002730711,0,0.003180662,0.001525344,8.976649021,8.981558455,10.5420273,8.84948791,9.271948608,5.61786935,0,0.001539527,0.001490602,0.026695141,0.005556276,0.009866103,5.021570922,4.705047232,4.947048202,5.48185654,5.386380309,5.199326777,0.001371893,0.001391111,0,0.006958216,0,0,0.385194297,1.359578253,1.951900749,1.698014187,0.174008924,0.575495471
Acidocella,0,0,0,0,0,0,0,0,0,0.015732423,0,0.223045941,0,0,0,0,0,0,0.001746633,0.003640269,0,0.030379747,0.068675959,0.001650056,0,0,0,0,0,0,0.037224659,0.031010788,0.024358162,0.011850548,0.065468704,0.032350337
Acidothermus,0,0,0,0.007813232,0,0,0.300412458,0.237517602,0.32668081,0.251718767,0.524625268,0.255138882,0,0,0,0.001483063,0,0.001409443,0.600841877,0.842722193,0.683249012,0.578902954,0.399569214,0.52471784,0.001371893,0.001391111,0,0,0,0,0.10843705,0.447208213,0.298793459,0.496030067,0.170563203,0.495470953
Acidovorax,0.004505519,0.016449849,0.714080911,0.523486577,0.764949109,0.030506872,0.009743107,0.018662097,0.013142331,0.017305665,0.093300704,0.036906882,0.030607716,0.018474328,0.120738742,0.215044195,0.020373011,0.009866103,0.069865335,0.047323492,0.191960437,0.021940928,0.02809471,0.014850505,1.170224442,0.009737776,0.007114096,0.006958216,19.28464515,0.258151213,0.299415735,0.034275082,0.09093714,0.226853341,0.179177506,0.359259007
Acinetobacter,0.334910265,0.016449849,0.001365355,1.332937463,0.003180662,0,0,0.001696554,0.00938738,0.004719727,0.003059039,0.014441824,0.016834244,5.122007544,0.11030453,0,0.012964644,0.001409443,0.003493267,0.003640269,0.001626783,0.001687764,0.004682452,0.001650056,0.004115678,0.005564443,0.007114096,0.147862088,0.324776187,0.045972134,0.218492563,0.143628915,0.04546857,0.077875028,0.184346088,0.095348362
Actinoallomurus,0,0,0,0,0,0,0.01461466,0.01187588,0.018774759,0.011012696,0.012236158,0.059371941,0,0,0,0,0,0,0.118771069,0.029122149,0.001626783,0.047257384,0.007804086,0.003300112,0,0,0,0,0,0,0,0.006528587,0.00649551,0.003385871,0.001722861,0.003405299
Actinophytocola,0.006007359,0.001370821,0.001365355,0,0,0,0,0.062772509,0,0,0.007647599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071212391,0,0,0,0.001722861,0.006810597
Aeromonas,0.00300368,0.001370821,0.001365355,0,0.001590331,0,0.008119256,0,0.003754952,0.003146485,0.006118079,0.004813941,0,0,0.001490602,0,0,0,0,0,0,0,0.001560817,0,0,0,0,0,0,0,0,0.001632147,0.001623877,0,0.001722861,0.115780154
Agaricicola,0,0,0,0,0,0,0.36049495,0.127241572,0.185870116,0.210814468,0.272254512,0.192557647,0,0,0,0,0,0,0.083838401,0.298502029,0.299328138,0.133333333,0.280947104,0.32176094,0,0,0,0.001739554,0,0,0.055027757,0.097928806,0.095808772,0.142206572,0.041348655,0.148130491
Albidiferax,0,0,0,0,0,0,0.02922932,0.022055206,0.001877476,0.012585938,0.099418783,0.041720824,0,0,0,0,0,0,0.001746633,0.005460403,0.001626783,0.005063291,0.009364903,0,0,0,0,0,0,0,0,0,0,0.003385871,0,0
Alcaligenes,0.028534955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005962407,0,0,0,0,0,0,0.067510549,0.048385335,0.003300112,0,0,0,0.001739554,0,0,0,0,0,0,0,0
Alcanivorax,0,0,0,0,0,0,1.422493586,1.625299018,1.654056287,1.283765713,1.921076782,3.039201528,0,0,0,0,0,0.001409443,0.36329974,0.340365119,0.078085601,0.172151899,0.126426197,0.196356676,0,0,0,0,0,0,0,0,0.014614897,0.001692935,0,0
Alicyclobacillus,0,0.001370821,0,0,0,0,0.060082492,0.062772509,0.046936898,0.254865252,0.093300704,0.017651118,0,0,0,0,0,0,0,0.007280537,0.011387484,0.01350211,0.010925721,0.001650056,0,0,0,0,0,0,0,0.001632147,0.001623877,0,0,0
Alistipes,14.13081024,0.242635266,0.013653555,0.023439697,0.014312977,3.360331915,0.004871553,0.008482771,0,0,0.009177118,0.194162294,2.607777421,1.53644831,5.020346714,2.04514445,0.551923397,1.461592671,0.027946134,0.014561075,0.011387484,0.050632911,0.048385335,0.046201571,0.010975141,0.030604438,0.01707383,0.013916432,0.022593126,0.033595021,0.123003221,0.045700109,0.022734285,0.02200816,0.022397188,0.035755636
Alkanibacter,0.00150184,0,0,0.568803325,0,0.050336338,0.987301484,0.456373106,0.394269943,0.38387112,1.13796268,0.378696706,0,0,0,0,0,0,0.055892268,0.041863089,0.058564201,0.212658228,0.2715822,0.074252525,0,0,0,0,0,0,0,0.024482201,0.003247755,0.001692935,0.113708802,0.068105973
Allobaculum,0.091612225,0,0,0,0,0,0,0.006786217,0,0,0,0,0.032138102,3.910399507,0.934607301,0.133475707,0.037041839,1.086680761,0.003493267,0.009100672,0.003253567,0.006751055,0.010925721,0,0.004115678,0.004173332,0.004268458,0.003479108,0.005648282,0.003536318,0.017803098,0.013057174,0.022734285,0.028779901,0.060300122,0.066403324
Alloprevotella,0,0,0,0,0,0,0.006495405,0.01187588,0,0,0,0.072209118,2.861821465,2.397044107,2.434152667,3.198967788,3.387476154,2.396053559,0.040172567,0.034582552,0.029282101,0.043881857,0.032777162,0.107253647,0.009603249,0.011128886,0.009959734,0.015655986,0.012708633,0.012377113,0.033987732,0.016321468,0.008119387,0.013543483,0.003445721,0.022134441
Altererythrobacter,0,0,0.001365355,0,0,0,0,0,0,0,0,0,0.006121543,0.009237164,0.004471805,0.001483063,0.005556276,0,0,0.010920806,0,0.001687764,0,0,0.023322175,0.004173332,0,0.001739554,0.014120704,29.72275267,0,0.008160734,0.004871632,0,0,0.001702649
Amycolatopsis,0,0.002741641,0.001365355,0.006250586,0,0,0.003247702,0,0.001877476,0,0.003059039,0.003209294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012947707,0.035907229,0.00649551,0,0.067191565,0.017026493
Anaerobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438986771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003405299
Anaerofustis,0,0,0,0.046879395,0,0,0,0,0,0,0,0,0,0,0,0,0.005556276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaeromyxobacter,0,0,0,0,0,0,0.025981618,0.005089663,0.020652235,0.009439454,0.00152952,0.003209294,0,0.010776692,0,0.001483063,0,0,0.663720678,0.47141479,0.351385206,0.033755274,0.117061293,0.115503927,0,0,0,0,0,0,0.521145225,0.360704435,0.328023254,0.165907667,0.261874817,0.330313969
Anaeroplasma,0,0,0,1.581398256,0,0,0.001623851,0.003393109,0,0.13687208,0,0,0,0,0,0,0.001852092,0,0,0.001820134,0,0,0,0,0,0,0,0.001739554,0,0,0,0,0,0,0,0
Anaerostipes,0,0,0,0.092196143,0,0.160161076,0,0,0,0,0,0,0.010712701,0.004618582,0.915229478,0.204662751,0.074083678,0.045102185,0.001746633,0.005460403,0.003253567,0.005063291,0.001560817,0,0,0.002782222,0.002845638,0.003479108,0.00141207,0.003536318,0.029132342,0,0.008119387,0.001692935,0.001722861,0.006810597
Anaerotruncus,0,0,0,2.742444604,0,0.001525344,0,0.003393109,0.001877476,0,0,0,0.766723291,0.012316219,1.662020958,0.062288663,0.548219214,0.00422833,0.0104798,0.007280537,0.006507133,0.011814346,0.010925721,0.031351066,0.004115678,0.004173332,0,0.001739554,0.00141207,0.007072636,0.012947707,0.013057174,0.02598204,0.008464677,0,0.001702649
Aneurinibacillus,0,0,0,0,0,0,0.032477023,0.03562764,0.013142331,0.004719727,0.009177118,0.009627882,0,0,0,0,0,0,0.006986533,0.009100672,0.026028534,0.011814346,0.113939659,0.019800673,0,0,0,0,0,0,0.012947707,0.016321468,0.017862652,0.010157612,0.031011491,0.005107948
Aquabacterium,0.013516558,0.023303952,0.892942478,0.278151077,0.216284987,0.003050687,0.004871553,0.001696554,0.001877476,0.003146485,0.00152952,0.006418588,0.001530386,0,0.032793239,0.001483063,0.005556276,0,0,0.001820134,0,0,0,0,0,0,0,0,0,0,0.231440271,0.029378642,0.07794612,0.020315225,0.049962958,0.22645236
Aquicella,0,0.001370821,0,0,0,0,0.021110065,0.032234532,0.031917091,0.018878908,0.094830223,0.041720824,0,0,0,0.001483063,0.007408368,0,0.35805984,0.245718134,0.065071334,0.330801688,0.360548783,0.496666887,0,0,0,0,0,0,0.058264684,0.052228696,0.027605917,0.030472837,0.084420171,0.120888102
Arthrobacter,0.00300368,0,0,0.001562646,0.001590331,0,0,0.005089663,0,0,0.00152952,0,0.022955787,0.026171965,0.029812035,0.010381444,0.005556276,0.011275546,0.006986533,0.010920806,0.01464105,0.025316456,0.014047355,0.019800673,0.009603249,0.01669333,0.011382553,0.020874648,0.018356915,0.021217908,0,0.008160734,0.001623877,0.015236418,0,0.006810597
Asticcacaulis,0,0,0.08738275,0.010938525,0.003180662,0,0.659283557,0.497090409,0.459981601,0.582099649,0.414499847,0.627417,0.117839707,0.001539527,0.268308316,0,0,0,0.228808971,0.105567791,0.260285338,0.055696203,0.103013938,0.280509537,0,0,0.011382553,0.180913614,0,0.033595021,0.116529367,0.298682858,0.256572644,0.407997427,1.328325552,0.863243206
Atopostipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050447065,0,0,0,0,0,0,0,0
Azoarcus,0,0,0,0,0,0,0,0,0,0,0,0,0.003060772,0.020013856,0,0.001483063,0,0.001409443,0.174663336,0.325804044,0.597029494,0.038818565,0.037459614,0.070952412,0,0,0,0,0,0,0.362535809,0.310107885,0.401097741,0.524809968,0.02584291,0.062998025
Azohydromonas,0,0,0.004096066,0,0.006361323,0.001525344,0.001623851,0,0.007509904,0.004719727,0,0.035302235,0.001530386,0.218612886,0.016396619,0.002966127,0,0.001409443,0.006986533,0,0.001626783,0,0,0.001650056,0,0,0.002845638,0,0,0,0,0,0,0.001692935,0.001722861,0.001702649
Azospirillum,0,0,0,0,0,0,0,0,0,0.001573242,0.029060875,0,0.001530386,0.006158109,0.001490602,0.317375571,0.007408368,0.001409443,0.0052399,0,0.465260041,0,0.003121634,0.003300112,0.002743785,0,0,0.003479108,0,0,0.415945102,0.589204981,1.219531999,2.495386751,0.246369071,0.20091262
Bacillus,1.718104678,0.001370821,0.001365355,0.025002344,0.986005089,0,0.094183365,0.149296778,0.127668363,0.198228529,0.211073723,0.099488118,0.004591157,0.004618582,0.002981204,0.00889838,0,0,0.078598501,0.101927522,0.162678336,0.116455696,0.087405766,0.112203815,0.009603249,0.105724421,0.004268458,0,0.004236211,0.7373223,0.037224659,0.078343045,0.060083467,0.072796221,0.199851834,0.069808622
bacterium_enrichment_culture_clone_auto79_4W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003493267,0.001820134,0,0.005063291,0,0.031351066,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides,18.09867087,0.031528876,6.477246351,11.41200738,0.042938931,7.118778505,0.032477023,0.310469437,0.197134972,0.331954124,0.159070052,0.487812706,13.21947263,12.68878454,10.94399809,11.28907872,1.609467894,10.08879493,0.284701238,0.247538268,0.122008752,0.153586498,0.117061293,0.217807405,0.078197882,0.047297767,0.108134257,0.078279929,0.039537971,0.072494519,0.950038034,0.363968728,0.209480197,0.277641402,0.337680685,0.412041136
Barnesiella,0,0,0,0,0,0,0,0,0,0,0,0,0.700916701,0.692787314,0.250421095,0.026695141,0.012964644,0.00422833,0,0,0,0,0,0,0,0.001391111,0,0,0,0.001768159,0,0,0,0,0,0
Bauldia,0,0,0,0,0,0,0.017862362,0,0.020652235,0,0.00152952,0.001604647,0,0,0,0.001483063,0,0,0.124010969,0.278480552,0.180572953,0.232911392,0.259095662,0.382813016,0,0,0,0,0,0.001768159,0.453169761,0.522286964,0.287426317,0.783829081,0.704650001,0.386501396
Bdellovibrio,0,0,0,0,0,0,0.193238284,0.072951835,0.031917091,0.0409043,0.122361578,0.154046118,0.009182315,0.003079055,0.005962407,0.00444919,0.001852092,0,0.16593017,0.282120821,0.139903369,0.288607595,0.218514414,0.178206059,0.009603249,0.001391111,0,0,0.008472422,24.82495226,0.053409293,0.016321468,0.03247755,0.106654929,0.101648778,0.088537765
Bifidobacterium,0.004505519,0.001370821,0.002730711,0.37503516,0.001590331,0.152534358,0.006495405,0,0.003754952,0.007866211,0.007647599,0.001604647,0.006121543,0.406435224,0.011924814,0.17351842,0.007408368,0,0.006986533,0,0.001626783,0.001687764,0.001560817,0.006600224,0.001371893,0.001391111,0.004268458,0.001739554,0.004236211,0.007072636,0.029132342,0.017953614,0.016238775,0.028779901,0.024120049,0.030647688
Bilophila,0.006007359,8.601899958,0.005461422,0.003125293,0.004770992,7.368934853,0,0.02375176,0,0,0.00152952,0.004813941,0.042850803,0.143176045,0.093907911,0.007415317,0.042598115,0.652572234,0.006986533,0.010920806,0.001626783,0.005063291,0.007804086,0.003300112,0,0.001391111,0,0.006958216,0.004236211,0,0,0.008160734,0.02598204,0.008464677,0,0.005107948
Blastochloris,0,0,0,0,0.001590331,0,0.003247702,0,0.00938738,0.006292969,0.010706638,0.011232529,0,0,0,0,0,0,0.040172567,0.091006716,0.112248052,0.089451477,0.123304562,0.103953534,0,0,0,0,0,0,0.017803098,0.009792881,0.011367142,0.008464677,0.005168582,0.027242389
Blautia,6.944507021,0.006854104,0.005461422,6.564677939,0.007951654,0.003050687,0,0.003393109,0,0,0,0.001604647,0.280060603,0.488030175,0.150550777,0.231357893,2.80962347,0.253699789,0.0261995,0.030942284,0.030908884,0.021940928,0.012486538,0.034651178,0.012347034,16.8700007,0.009959734,0.019135094,0.011296563,0.01768159,0.11329244,0.047332256,0.035725305,0.042323385,0.02756577,0.056187428
Bordetella,0,0,0,0,0,0,0.001623851,0,0,0,0,0,0,0,0,0,0,0,0,0.007280537,0,0,0,0,0,0,0,0,0,0,0.087397025,0.086503778,0.099056527,0.121891347,0.282549145,0.238370905
Bosea,0.00150184,0,0,0,0.001590331,0,0.006495405,0,0.005632428,0,0,0,0,0,0,0,0,0,0,0,0.003253567,0.003375527,0,0,0,0,0.002845638,0,0.156739812,0.003536318,0.009710781,0.00489644,0.027605917,0.005078806,0.022397188,0.022134441
Bradyrhizobium,0.007509199,1.172051707,0.006826777,0.148451417,0.011132316,0.003050687,0.677145919,0.788897749,0.707808422,0.41848245,0.503211991,1.17781094,0.001530386,0.001539527,0,0.001483063,0.038893931,0.001409443,0.274221438,0.609744999,1.006978901,0.784810127,0.881861743,1.037885288,0,0.001391111,0,0,0,0,0.869114862,1.268178035,0.946720579,1.130880834,0.952741933,1.18163863
Brevinema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105200123,0.05549299,0.009743265,0.016929354,0.056854401,0.010215896
Brevundimonas,0,0.001370821,0.034133887,1.153233116,0.003180662,0.013728092,0,0,0,0,0,0,0.001530386,0.001539527,0.001490602,0.043008839,0.001852092,0,0.012226434,0,0,0.001687764,0,0.001650056,0,0,0,0,0.024005196,0.003536318,0.016184634,0,0,0.003385871,0.001722861,0
Bryobacter,0,0.001370821,0,0,0.001590331,0,0.151018155,0.083131161,0.082608941,0.094394538,0.351789538,0.141208941,0,0,0,0.005932254,0.025929287,0.001409443,0.422685274,0.283940955,0.484781442,0.197468354,0.115500476,0.176556003,13.24150798,0,0.002845638,0.006958216,0,0.003536318,1.039053523,0.207282639,0.254948767,1.030997647,1.224953913,0.45120207
Burkholderia,0.018022077,0.028787235,10.28522276,1.104791074,0.012722646,0.341676963,9.519015297,19.81914731,9.364849896,20.18469865,7.470174365,14.0149874,0.030607716,0.004618582,0.013415416,0.103814439,0,0.019732206,2.317782474,1.909320908,2.038359552,1.54092827,1.618567482,1.607154643,0.013718927,0.015302219,0.008536915,0.005218662,0.108729419,0.026522385,0.372246589,0.483115442,1.148081389,0.860011173,0.732215771,1.043724035
Butyrivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001539527,0,0.001483063,0.077787861,0.00422833,0,0.001820134,0,0.010126582,0.010925721,0.006600224,0,0.001391111,1.991946843,0,0.008472422,0.003536318,0,0,0,0,0,0
Byssovorax,0,0,0,0,0,0,0,0,0,0,0.004588559,0,0,0,0,0,0,0,0.083838401,0.049143627,0.032535667,0.042194093,0.014047355,0.244208303,0,0,0,0,0,0,0.027513878,0.006528587,0.001623877,0.027086966,0.118877384,0.034052986
Caedibacter_caryophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049962958,0.005107948
Caloramator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007280537,0.154544419,0,0,0,0,0,0,0,0,0,0.003236927,0.33785438,0.030853672,0.005078806,0,0
Campylobacter,0,0,0,0,0,0,0,0,0,0,0,0,0.006121543,0.007697637,0.005962407,0.026695141,0.007408368,0,0.0104798,0.001820134,0.003253567,0.028691983,0.024973076,0.018150617,0.030181639,0.006955554,0.008536915,0.020874648,0.009884493,0.014145272,0,0,0.003247755,0,0,0.010215896
Candidatus_Captivus,0,0,0,0,0,0,0.009743107,0.006786217,0,0.003146485,0.006118079,0.001604647,0,0,0,0,0,0,0.027946134,0.009100672,0,0,0,0.014850505,0,0,0,0,0,0,0.001618463,0.021217908,0.016238775,0.013543483,0.032734352,0.028945038
Candidatus_Koribacter,0,0,0,0,0,0,0.003247702,0,0,0,0.007647599,0,0,0,0,0,0.001852092,0,0,0.010920806,0.02440175,0,0.001560817,0.016500561,0,0,0,0.001739554,0,0,1.393497014,0.933587948,1.662850555,1.936718075,0.770118705,0.558468978
Candidatus_Lariskella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003236927,0.008160734,0.003247755,0.001692935,0.02584291,0.020431792
Candidatus_Methylacidiphilum,0,0,0,0,0,0,0.003247702,0,0.035672043,0,0.033649434,0,0,0,0,0,0,0,0.001746633,0.003640269,0,0.011814346,0,0.006600224,0,0,0,0,0,0,0,0,0.001623877,0,0,0
Candidatus_Microthrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016184634,0,0,0.005078806,0.044794377,0.023837091
Candidatus_Nitrotoga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001650056,0,0,0,0,0,0,0.174794051,0.248086308,0.08444163,0.230239212,0.125768827,0.037458285
Candidatus_Odyssella,0,0,0,0,0,0,0.001623851,0.003393109,0.003754952,0,0.027531355,0.129976412,0,0,0,0,0,0,0.0157197,0,0,0.005063291,0.003121634,0.001650056,0,0,0,0,0,0,0,0.00489644,0.001623877,0.001692935,0,0.003405299
Candidatus_Soleaferrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5001052,0,0.029229795,0.094804381,0.037902934,0
Candidatus_Solibacter,0,0,0,0,0.001590331,0,0.040596278,0.027144869,0.007509904,0.042477542,0.099418783,0,0,0,0,0.005932254,0.020373011,0,1.367613924,1.2831947,1.33070879,1.517299578,1.732507141,1.562603129,0.001371893,0.001391111,0,0.005218662,0,0,2.171977924,1.13923844,1.63362076,1.139345511,0.920007581,1.454062521
Castellaniella,0,0.001370821,0,0,0,0,0.302036309,0.268055579,0.367985281,0.306782248,0.559804221,0.324138706,0,0,0,0,0,0,0.0209596,0.06734497,0.056937418,0.023628692,0.012486538,0.018150617,0,0,0,0,0.00141207,0,0.084160098,0.040803669,0.095808772,0.250554436,0.258429096,0.110672206
Catenibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0.276999832,0.021553383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141207,0,0,0,0,0,0,0
Catenulispora,0,0,0,0,0.001590331,0,0,0.003393109,0,0,0.00152952,0,0,0,0,0,0,0,0.047159101,0.005460403,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caulobacter,0,0,0,0.001562646,0,0.001525344,0,0,0,0,0,0,0.001530386,0,0.007453009,0.037076585,0.001852092,0,0.047159101,0,0.011387484,0.001687764,0,0,0.024694068,0,1.109798956,0,0,0.003536318,0.077686245,0.057125137,0.029229795,0.050788061,0.051685819,0.044268882
Cellulomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038425934,0.003640269,0.16918547,0,0.001560817,0.011550393,0,0,0,0,0,0,0.281612637,0.23176484,0.189993667,0.411383297,0.461726651,0.481849758
Cetobacterium,0,0,0,0,0,0,0.01461466,0,0.024407187,0.012585938,0.030590395,0.008023235,0,0,0,0.001483063,0,0,0,0,0.001626783,0.001687764,0,0,0.02057839,0,0,0.006958216,0,0.003536318,0,0,0.003247755,0,0,0.001702649
Chitinophaga,0,0.104182374,0,0,0.001590331,0,0,0,0,0,0.388498012,0.001604647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258954149,0.086503778,0.060083467,0.101576123,0.268766259,0.154941088
Chlorochromatium,0.024029436,0,0,0,0,0,0.034100874,0.106882921,0.065711657,0.053490238,0.119302539,0.184534412,0,0,0,0.139407961,0,0,0.006986533,0.003640269,0.003253567,0.010126582,0.003121634,0,0,0,0,0,0.00141207,0,0,0,0,0.001692935,0,0
Christensenellaceae_R-7_group,0,0,0,0,0,0,0.001623851,0,0,0,0,0,0.228027486,0.090832115,0,0.00444919,0.077787861,0,0,0,0,0.005063291,0.003121634,0,0.002743785,0.001391111,0.001422819,0,0.00141207,0.005304477,2.091054753,0.112618127,0.917490784,0.932807395,0.103371638,0.137914595
Chromobacterium,0.00300368,0,0.025941754,0,0.033396947,0.030506872,0.051963236,0,0.043181946,0.0409043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chryseobacterium,3.093789893,0.010966566,0,0.081257618,0,0.001525344,0.001623851,0.008482771,0.005632428,0,0.17283573,0.277603941,0.001530386,1.325533061,0,0.142374088,0.001852092,0,0.001746633,0.001820134,0,0.001687764,0,0.001650056,0.002743785,0.002782222,0,0,0.00141207,0.068958201,0.021040025,0.001632147,0.003247755,0.570519223,1.199111004,0.859837908
Cloacibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0.001530386,0.003079055,0.001490602,0.069703981,0,0,0.006986533,0.001820134,0,0,0,0,0,0,0.001422819,0,0.628371318,4.07383832,0,0,0,0,0,0
Clostridium_sensu_stricto_1,0,0,0,0.006250586,0.003180662,0.004576031,0,0.005089663,0,0,0,0.001604647,0.146917038,8.22107613,0.007453009,0.002966127,0.037041839,0,0.003493267,0.005460403,0.001626783,0.008438819,0.007804086,0.009900337,0.004115678,0.001391111,0.004268458,0.003479108,0.004236211,0.008840795,0.106818586,0.014689321,0.021110407,0.02200816,0.031011491,0.039160934
